Office Name,Pincode,"Delivery/
Non Delivery","Office
Type",Circle,Region,Division,Division ID,Region ID
Shankarapura SO,574115,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Shirva SO,574116,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Uchila SO,574117,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Udyavara SO,574118,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Yermal SO,574119,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Udupi HO,576101,Delivery,HO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Kunjibettu SO,576102,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Ambalapadi SO,576103,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Manipal HO,576104,Delivery,HO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Santhekatte SO,576105,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Krodashrama SO,576106,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Parkala SO,576107,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Malpe SO,576108,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Hiriadka SO,576113,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Kallianapura SO,576114,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Kemmannu SO,576115,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Moodubelle SO,576120,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Pangala SO,576122,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Perdur SO,576124,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Kundapura HO,576201,Delivery,HO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Barkur SO,576210,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Basrur SO,576211,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Belve SO,576212,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Brahmavara SO,576213,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Byndoor SO,576214,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Cherkadi SO,576215,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Ganguli SO,576216,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Hanglur SO,576217,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Hungarcutta SO,576218,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Khambadakone SO,576219,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Kollur SO,576220,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Kota SO,576221,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Koteshwara SO,576222,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Mandarthi SO,576223,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Navunda SO,576224,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Saligrama SO Udupi,576225,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Sasthan SO,576226,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Shankaranarayana SO,576227,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Shiruru Udupi SO,576228,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Siddapura Udupi SO,576229,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Tallur SO Udupi,576230,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Tekkatte SO,576231,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Uppunda SO,576232,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Vandse SO,576233,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Kokkarne SO,576234,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Trasi SO,576235,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Gujjadi SO,576247,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Kumbhashi SO,576257,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Hosangadi SO,576282,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Hattiangadi SO,576283,Delivery,PO,Karnataka Circle,South Karnataka Region,Udupi,21530035,21610003
Gaviopuram Extension S.O,560019,Delivery,PO,Karnataka Circle,Bengaluru HQ Region,BG South,,
Tyagrajnagar S.O,560028,Delivery,PO,Karnataka Circle,Bengaluru HQ Region,BG South,,
ISRO S.O,560031,Delivery,PO,Karnataka Circle,Bengaluru HQ Region,BG East,,
Nayandahalli S.O,560039,Delivery,PO,Karnataka Circle,Bengaluru HQ Region,BG South,,
Rajajinagar IV Block S.O,560044,Delivery,PO,Karnataka Circle,Bengaluru HQ Region,BG West,,
Vasanthnagar S.O,560052,Delivery,PO,Karnataka Circle,Bengaluru HQ Region,BG Central,,
Jayanagar East S.O,560069,Delivery,PO,Karnataka Circle,Bengaluru HQ Region,BG South,,
Electronic City II Stage S.O,560106,Delivery,PO,Karnataka Circle,Bengaluru HQ Region,BG South,,
Tavarekere S.O,560130,Delivery,PO,Karnataka Circle,Bengaluru HQ Region,BG West,,
Belthangady S.O,560214,Delivery,PO,Karnataka Circle,South Karnataka Region,Puttur,,
Kumbalagodu S.O,560740,Delivery,PO,Karnataka Circle,Bengaluru HQ Region,BG South,,
Doddaballapur Bazaar S.O,561229,Delivery,PO,Karnataka Circle,Bengaluru HQ Region,BG West,,
Channapatna S.O,561260,Delivery,PO,Karnataka Circle,Bengaluru HQ Region,Channapatna,,
Devanahalli S.O,562158,Delivery,PO,Karnataka Circle,Bengaluru HQ Region,BG East,,
Kolar Extension S.O,563102,Delivery,PO,Karnataka Circle,South Karnataka Region,Kolar,,
Dharwad S.O,580101,Delivery,PO,Karnataka Circle,North Karnataka Region,Dharwad,,
Ballari S.O,583013,Delivery,PO,Karnataka Circle,North Karnataka Region,Ballari,,
Tarnaka S.O,500013,Delivery,PO,Telangana,Telangana Circle,Hyderabad,,
Khairatabad S.O,500004,Delivery,PO,Telangana,Telangana Circle,Hyderabad,,
Hinjawadi S.O,411057,Delivery,PO,Maharashtra,Maharashtra Circle,Pune,,
Sadashiv Peth S.O,411030,Delivery,PO,Maharashtra,Maharashtra Circle,Pune,,
Yerwada S.O,411006,Delivery,PO,Maharashtra,Maharashtra Circle,Pune,,
Pune H.O,411001,Delivery,PO,Maharashtra,Maharashtra Circle,Pune,,
Andheri East S.O,400059,Delivery,PO,Maharashtra,Maharashtra Circle,Mumbai,,
Nariman Point S.O,400021,Delivery,PO,Maharashtra,Maharashtra Circle,Mumbai,,
Indira Nagar S.O,226016,Delivery,PO,Uttar,Uttar Pradesh Circle,Lucknow,,
Kumarhatti S.O,173205,Delivery,PO,Himachal,Himachal Pradesh Circle,Solan,,
Gurgaon H.O,122001,Delivery,PO,Haryana,Haryana Circle,Gurgaon,,
Panaji H.O,403001,Delivery,PO,Maharashtra,Maharashtra Circle,Goa,,
Margao S.O,403702,Delivery,PO,Maharashtra,Maharashtra Circle,Goa,,
Tirupur Cotton Market S.O,641603,Delivery,PO,Tamilnadu,Tamilnadu Circle,Tirupur,,
Tirupur H.O,641602,Delivery,PO,Tamilnadu,Tamilnadu Circle,Tirupur,,
Anupparpalayam S.O,641605,Delivery,PO,Tamilnadu,Tamilnadu Circle,Tirupur,,
Tirupur Bazaar S.O,641607,Delivery,PO,Tamilnadu,Tamilnadu Circle,Tirupur,,
Rayapuram S.O,641604,Delivery,PO,Tamilnadu,Tamilnadu Circle,Tirupur,,
Uthukuli S.O,641687,Delivery,PO,Tamilnadu,Tamilnadu Circle,Tirupur,,
Coimbatore H.O,641001,Delivery,PO,Tamilnadu,Tamilnadu Circle,Coimbatore,,
Karur H.O,639002,Delivery,PO,Tamilnadu,Tamilnadu Circle,Karur,,
Park Town S.O,600003,Delivery,PO,Tamilnadu,Tamilnadu Circle,Chennai,,
Greams Road S.O,600006,Delivery,PO,Tamilnadu,Tamilnadu Circle,Chennai,,
Redhills S.O,600052,Delivery,PO,Tamilnadu,Tamilnadu Circle,Chennai,,
Anna Nagar S.O,600102,Delivery,PO,Tamilnadu,Tamilnadu Circle,Chennai,,
Tiruchirappalli S.O,620005,Delivery,PO,Tamilnadu,Tamilnadu Circle,Tiruchirappalli,,
Vellore S.O,632004,Delivery,PO,Tamilnadu,Tamilnadu Circle,Vellore,,
Hosur S.O,635114,Delivery,PO,Tamilnadu,Tamilnadu Circle,Hosur,,
Salem S.O,636004,Delivery,PO,Tamilnadu,Tamilnadu Circle,Salem,,
Irugur S.O,641107,Delivery,PO,Tamilnadu,Tamilnadu Circle,Coimbatore,,
Sulur S.O,641402,Delivery,PO,Tamilnadu,Tamilnadu Circle,Coimbatore,,
Nallur S.O,641606,Delivery,PO,Tamilnadu,Tamilnadu Circle,Tirupur,,
Veerapandi S.O,641608,Delivery,PO,Tamilnadu,Tamilnadu Circle,Tirupur,,
Mangalam S.O,641666,Delivery,PO,Tamilnadu,Tamilnadu Circle,Tirupur,,
Mananthavady S.O,670643,Delivery,PO,Kerala,Kerala Circle,Wayanad,,
Kolkata S.O,700068,Delivery,PO,West,West Bengal Circle,Kolkata,,
